member_id,member_name,segment,age,gender,income_level,membership_type,join_date
MEM-20396,Ashley Davis,Consumer,45,Female,Medium,Silver,2070-11-03
MEM-20397,Elizabeth Wright,Consumer,39,Male,Medium,Bronze,2070-11-04
MEM-20398,Brian Herrera,Consumer,36,Female,Medium,Bronze,2070-11-05
MEM-20399,Kyle Berg,Home Office,48,Male,Medium,Silver,2070-11-06
MEM-20400,Adriana Porter,Corporate,37,Male,High,Silver,2070-11-07
MEM-20401,Cheryl Fisher,Corporate,41,Female,Medium,Silver,2070-11-08
MEM-20402,Derek Jackson,Consumer,49,Female,Low,Bronze,2070-11-09
MEM-20403,Barbara Jones,Home Office,26,Male,Medium,Bronze,2070-11-10
MEM-20404,Kelly Martinez,Corporate,68,Female,Low,Bronze,2070-11-11
MEM-20405,Rachel Howe,Consumer,36,Female,High,Bronze,2070-11-12
MEM-20406,Michael Freeman,Consumer,40,Male,Low,Bronze,2070-11-13
MEM-20407,Jason Johnston,Home Office,42,Female,High,Bronze,2070-11-14
MEM-20408,Jesus Dodson,Corporate,50,Female,Low,Bronze,2070-11-15
MEM-20409,Lindsay Arnold,Corporate,66,Male,Medium,Bronze,2070-11-16
MEM-20410,Gregory Taylor,Consumer,63,Female,Low,Bronze,2070-11-17
MEM-20411,Billy Peck,Consumer,61,Female,Medium,Bronze,2070-11-18
MEM-20412,Marco Martin,Corporate,19,Male,Medium,Gold,2070-11-19
MEM-20413,Isaiah Lopez,Corporate,20,Female,Medium,Gold,2070-11-20
MEM-20414,Catherine Myers,Corporate,45,Female,Low,Silver,2070-11-21
MEM-20415,Lori Carson,Corporate,54,Male,Low,Silver,2070-11-22
MEM-20416,Gary Gross,Consumer,52,Male,Low,Bronze,2070-11-23
MEM-20417,Carrie Williams,Corporate,31,Female,Medium,Silver,2070-11-24
MEM-20418,George Houston,Home Office,41,Female,Low,Gold,2070-11-25
MEM-20419,Victoria Martinez,Home Office,67,Female,Medium,Bronze,2070-11-26
MEM-20420,Ernest Gray,Consumer,54,Male,Medium,Silver,2070-11-27
MEM-20421,Brian Lopez,Consumer,20,Female,High,Bronze,2070-11-28
MEM-20422,Justin Walker,Home Office,40,Female,High,Bronze,2070-11-29
MEM-20423,Danielle Patterson,Corporate,51,Male,High,Bronze,2070-11-30
MEM-20424,Christopher Jones,Corporate,26,Female,High,Gold,2070-12-01
MEM-20425,Teresa Mooney,Home Office,35,Male,High,Bronze,2070-12-02
MEM-20426,Michael Miller,Corporate,19,Male,High,Gold,2070-12-03
MEM-20427,Olivia Lester,Corporate,39,Female,High,Silver,2070-12-04
MEM-20428,Lisa May,Consumer,68,Male,Low,Gold,2070-12-05
MEM-20429,Nathan Jackson,Consumer,52,Male,Medium,Gold,2070-12-06
MEM-20430,Monica Petersen,Consumer,48,Male,Medium,Bronze,2070-12-07
MEM-20431,Andrew Fisher,Home Office,43,Male,Medium,Gold,2070-12-08
MEM-20432,Toni Heath,Consumer,67,Male,Low,Bronze,2070-12-09
MEM-20433,Darryl Graham,Consumer,31,Female,Low,Gold,2070-12-10
MEM-20434,Christy Burgess,Home Office,62,Male,Low,Gold,2070-12-11
MEM-20435,Thomas Brown,Corporate,65,Male,High,Bronze,2070-12-12
MEM-20436,Alexandra Weber,Corporate,45,Female,Low,Silver,2070-12-13
MEM-20437,Brian Hart,Consumer,28,Male,Medium,Bronze,2070-12-14
MEM-20438,Dr. Anna Simmons,Home Office,49,Female,High,Silver,2070-12-15
MEM-20439,Megan Campbell,Consumer,38,Male,Medium,Bronze,2070-12-16
MEM-20440,George Rivera,Consumer,40,Female,Medium,Bronze,2070-12-17
MEM-20441,Casey Caldwell,Consumer,41,Female,Medium,Bronze,2070-12-18
MEM-20442,Kaylee Hampton,Consumer,29,Female,High,Bronze,2070-12-19
MEM-20443,Carol Jones,Consumer,20,Female,Medium,Gold,2070-12-20
MEM-20444,Megan Warren,Corporate,23,Male,Low,Silver,2070-12-21
MEM-20445,Catherine Deleon DDS,Consumer,65,Male,High,Bronze,2070-12-22
MEM-20446,Heather Martinez,Corporate,29,Male,Medium,Bronze,2070-12-23
MEM-20447,Paige Davis,Consumer,37,Male,Medium,Silver,2070-12-24
MEM-20448,James Jones,Consumer,23,Female,Medium,Gold,2070-12-25
MEM-20449,Collin James,Corporate,37,Male,Low,Silver,2070-12-26
MEM-20450,Nicole Johnson,Home Office,31,Female,Low,Bronze,2070-12-27
MEM-20451,Jessica Wise,Home Office,58,Male,Medium,Gold,2070-12-28
MEM-20452,Nicholas Wilson,Home Office,66,Female,Low,Bronze,2070-12-29
MEM-20453,Darrell Alvarado,Corporate,61,Male,Medium,Silver,2070-12-30
MEM-20454,Dennis Allen,Corporate,18,Male,Low,Bronze,2070-12-31
MEM-20455,Timothy Allen,Corporate,37,Male,Low,Silver,2071-01-01
MEM-20456,Kathy Bailey,Corporate,39,Male,High,Silver,2071-01-02
MEM-20457,Brenda Rodriguez,Consumer,57,Male,High,Bronze,2071-01-03
MEM-20458,Jason Smith,Corporate,48,Male,Low,Gold,2071-01-04
MEM-20459,Shannon Grimes,Consumer,48,Male,High,Silver,2071-01-05
MEM-20460,Justin Gonzalez,Consumer,45,Female,Low,Bronze,2071-01-06
MEM-20461,Cynthia Grant DVM,Corporate,29,Male,Medium,Silver,2071-01-07
MEM-20462,Cheryl Blackwell,Consumer,33,Female,Medium,Gold,2071-01-08
MEM-20463,Christopher Butler,Consumer,50,Female,Medium,Silver,2071-01-09
MEM-20464,Jeffrey Murillo,Consumer,52,Female,Medium,Bronze,2071-01-10
MEM-20465,Justin Ritter,Home Office,61,Female,Medium,Silver,2071-01-11
MEM-20466,Tina Jackson,Consumer,21,Male,Medium,Bronze,2071-01-12
MEM-20467,David Robinson,Consumer,27,Female,High,Silver,2071-01-13
MEM-20468,Paul Gutierrez,Home Office,51,Female,Low,Bronze,2071-01-14
MEM-20469,Joseph Stout,Consumer,58,Female,High,Bronze,2071-01-15
MEM-20470,Steven Allen,Consumer,20,Female,Medium,Bronze,2071-01-16
MEM-20471,Stacey Norman,Consumer,48,Male,Low,Bronze,2071-01-17
MEM-20472,Dr. Joseph Nielsen,Consumer,69,Male,Low,Bronze,2071-01-18
MEM-20473,Mr. Rodney Kemp,Consumer,48,Male,Low,Silver,2071-01-19
MEM-20474,Christopher Kemp,Consumer,69,Female,Medium,Gold,2071-01-20
MEM-20475,Jennifer Thomas,Consumer,18,Female,Medium,Bronze,2071-01-21
MEM-20476,John Miller,Home Office,22,Male,Medium,Gold,2071-01-22
MEM-20477,Steve Stevens,Corporate,22,Male,Medium,Gold,2071-01-23
MEM-20478,Kelly Murphy,Corporate,19,Female,Medium,Silver,2071-01-24
MEM-20479,Jesse Lee,Consumer,32,Female,Medium,Silver,2071-01-25
MEM-20480,Steven Rivera,Consumer,18,Female,Medium,Silver,2071-01-26
MEM-20481,Stephen Wilson,Home Office,38,Female,Medium,Bronze,2071-01-27
MEM-20482,Patrick Wilson,Consumer,54,Male,Low,Silver,2071-01-28
MEM-20483,Julie Shaffer,Home Office,24,Female,Medium,Silver,2071-01-29
MEM-20484,Andrew Montoya,Consumer,28,Male,Low,Bronze,2071-01-30
MEM-20485,Michael Cameron,Home Office,43,Male,Medium,Silver,2071-01-31
MEM-20486,Anna Logan,Consumer,59,Male,Medium,Gold,2071-02-01
MEM-20487,Jessica Long,Consumer,19,Female,High,Bronze,2071-02-02
MEM-20488,Lacey Morales,Corporate,47,Male,Medium,Bronze,2071-02-03
MEM-20489,Alejandra Washington MD,Corporate,31,Female,Medium,Silver,2071-02-04
MEM-20490,Abigail Peterson,Consumer,22,Female,Medium,Bronze,2071-02-05
MEM-20491,Sierra Schmidt,Home Office,48,Female,Low,Bronze,2071-02-06
MEM-20492,Teresa Hanna,Consumer,65,Male,Low,Bronze,2071-02-07
MEM-20493,Amy Matthews,Consumer,49,Male,Medium,Silver,2071-02-08
MEM-20494,Taylor Bradley,Corporate,51,Male,Low,Silver,2071-02-09
MEM-20495,Thomas Lewis,Corporate,27,Female,Medium,Bronze,2071-02-10
MEM-20496,Erik Campbell,Home Office,48,Male,Low,Bronze,2071-02-11
MEM-20497,Melissa Stanley,Consumer,44,Male,High,Bronze,2071-02-12
MEM-20498,Joseph Anthony,Consumer,35,Female,Medium,Silver,2071-02-13
MEM-20499,Thomas Mcdonald,Corporate,22,Male,Low,Silver,2071-02-14
MEM-20500,Crystal Edwards,Consumer,34,Male,Low,Silver,2071-02-15
MEM-20501,Kevin Scott,Consumer,28,Male,Medium,Silver,2071-02-16
MEM-20502,Keith Doyle,Consumer,22,Female,Medium,Bronze,2071-02-17
MEM-20503,Amanda Nelson,Consumer,55,Male,Medium,Silver,2071-02-18
MEM-20504,Amber Miller,Consumer,65,Female,Low,Silver,2071-02-19
MEM-20505,Catherine Anderson,Consumer,54,Female,Medium,Gold,2071-02-20
MEM-20506,Andrew Daniels,Corporate,38,Male,Low,Bronze,2071-02-21
MEM-20507,Stephanie Hanson,Corporate,41,Male,High,Silver,2071-02-22
MEM-20508,Alexa Schroeder,Consumer,47,Male,Medium,Silver,2071-02-23
MEM-20509,Anthony May,Consumer,33,Male,High,Bronze,2071-02-24
MEM-20510,Alexandra Smith,Consumer,66,Male,Medium,Silver,2071-02-25
MEM-20511,Jared Murray,Consumer,58,Female,Medium,Silver,2071-02-26
MEM-20512,Juan Smith,Corporate,39,Male,Medium,Gold,2071-02-27
MEM-20513,Alexander Mcdonald,Home Office,19,Female,Low,Silver,2071-02-28
MEM-20514,Dustin Jones,Corporate,36,Male,Medium,Gold,2071-03-01
MEM-20515,Jeffery Chase,Corporate,66,Male,Low,Gold,2071-03-02
MEM-20516,Christopher Johnson,Consumer,54,Male,High,Bronze,2071-03-03
MEM-20517,Russell Rosales,Consumer,19,Female,High,Gold,2071-03-04
MEM-20518,Curtis Salinas,Home Office,28,Male,Medium,Bronze,2071-03-05
MEM-20519,Cassandra Ortiz,Home Office,50,Male,Low,Silver,2071-03-06
MEM-20520,Gary Mitchell,Consumer,26,Female,Medium,Bronze,2071-03-07
MEM-20521,Christina Simmons,Consumer,42,Male,Medium,Gold,2071-03-08
MEM-20522,Shawn Kaiser,Corporate,23,Female,Medium,Silver,2071-03-09
MEM-20523,Rhonda Farrell,Consumer,28,Male,Medium,Silver,2071-03-10
MEM-20524,Kimberly Clark,Corporate,44,Male,Medium,Silver,2071-03-11
MEM-20525,Jessica Cox,Home Office,25,Male,Medium,Bronze,2071-03-12
MEM-20526,Michael Smith,Consumer,62,Female,Low,Bronze,2071-03-13
MEM-20527,Rachel Barrett,Home Office,48,Male,Medium,Bronze,2071-03-14
MEM-20528,Tamara Gonzalez,Home Office,44,Female,High,Silver,2071-03-15
MEM-20529,Patrick Nelson,Home Office,61,Male,Medium,Bronze,2071-03-16
MEM-20530,Debbie Acevedo,Consumer,58,Female,High,Gold,2071-03-17
MEM-20531,Tyler Moore,Consumer,64,Female,Low,Silver,2071-03-18
MEM-20532,Tracy Rivas,Corporate,22,Male,Low,Bronze,2071-03-19
MEM-20533,Kendra Foster,Consumer,32,Male,Medium,Silver,2071-03-20
MEM-20534,Kenneth Nguyen,Consumer,19,Male,Medium,Gold,2071-03-21
MEM-20535,Margaret Hansen,Consumer,32,Male,Medium,Bronze,2071-03-22
MEM-20536,Jill Chase,Corporate,48,Male,High,Bronze,2071-03-23
MEM-20537,Marie Cooper,Consumer,37,Female,Medium,Gold,2071-03-24
MEM-20538,Kyle Mason,Consumer,20,Female,Medium,Bronze,2071-03-25
MEM-20539,Stacy Palmer,Consumer,59,Female,Medium,Silver,2071-03-26
MEM-20540,Jacob Morales,Corporate,56,Female,Low,Bronze,2071-03-27
MEM-20541,Jerry Herrera,Corporate,27,Male,Medium,Bronze,2071-03-28
MEM-20542,Amanda Allen,Consumer,43,Female,Low,Gold,2071-03-29
MEM-20543,Lisa Ward MD,Home Office,27,Female,Medium,Bronze,2071-03-30
MEM-20544,Travis Cabrera,Consumer,57,Male,Low,Gold,2071-03-31
MEM-20545,Daniel Mason,Corporate,30,Female,High,Bronze,2071-04-01
MEM-20546,William Curry,Corporate,38,Female,High,Silver,2071-04-02
MEM-20547,Christine Cummings,Corporate,51,Male,Medium,Gold,2071-04-03
MEM-20548,Stacey Moran,Consumer,61,Female,High,Bronze,2071-04-04
MEM-20549,Douglas Medina,Home Office,49,Female,Medium,Bronze,2071-04-05
MEM-20550,Brian Thompson,Home Office,26,Female,Low,Bronze,2071-04-06
MEM-20551,Joel Smith,Corporate,47,Male,High,Bronze,2071-04-07
MEM-20552,Daniel Brown,Consumer,18,Male,Low,Silver,2071-04-08
MEM-20553,Dustin Hubbard,Consumer,29,Male,Low,Bronze,2071-04-09
MEM-20554,Sheryl Robles,Corporate,61,Female,Medium,Silver,2071-04-10
MEM-20555,Angela Schmidt,Consumer,52,Female,Low,Bronze,2071-04-11
MEM-20556,Heather Pope,Corporate,41,Female,Medium,Bronze,2071-04-12
MEM-20557,Denise Jones,Consumer,57,Male,Medium,Bronze,2071-04-13
MEM-20558,Jordan Chavez,Corporate,62,Female,Medium,Silver,2071-04-14
MEM-20559,Tamara Byrd,Consumer,66,Male,Medium,Silver,2071-04-15
MEM-20560,Vickie Harvey,Consumer,69,Male,Medium,Bronze,2071-04-16
MEM-20561,Lisa Hawkins,Consumer,27,Male,Medium,Silver,2071-04-17
MEM-20562,Erika Sanders DDS,Consumer,64,Female,Medium,Silver,2071-04-18
MEM-20563,Stephanie Anderson,Corporate,41,Male,Medium,Gold,2071-04-19
MEM-20564,Timothy Smith,Corporate,58,Female,Medium,Bronze,2071-04-20
MEM-20565,Aaron Becker,Corporate,35,Female,Medium,Bronze,2071-04-21
MEM-20566,Joanna Watts,Corporate,25,Female,Medium,Silver,2071-04-22
MEM-20567,Jennifer Boone,Corporate,63,Female,Medium,Bronze,2071-04-23
MEM-20568,Ashley Key,Consumer,60,Female,Medium,Silver,2071-04-24
MEM-20569,Daniel Harris,Consumer,30,Female,Medium,Bronze,2071-04-25
MEM-20570,Anthony Yates,Consumer,33,Female,Medium,Bronze,2071-04-26
MEM-20571,Raymond Ross,Corporate,31,Male,Medium,Silver,2071-04-27
MEM-20572,Elizabeth Ward,Consumer,26,Male,Medium,Bronze,2071-04-28
MEM-20573,James Andrews,Consumer,26,Male,Low,Gold,2071-04-29
MEM-20574,Andrew Silva,Corporate,68,Female,Medium,Silver,2071-04-30
MEM-20575,Lisa Ramirez,Home Office,22,Male,Medium,Gold,2071-05-01
MEM-20576,Julie Smith,Corporate,64,Male,Medium,Silver,2071-05-02
MEM-20577,Joshua Bennett,Corporate,28,Male,Low,Silver,2071-05-03
MEM-20578,Wendy Gardner,Corporate,36,Female,High,Bronze,2071-05-04
MEM-20579,Charles Gonzalez,Consumer,55,Male,Medium,Gold,2071-05-05
MEM-20580,Gail Smith,Corporate,27,Male,Low,Bronze,2071-05-06
MEM-20581,Angela Williams,Home Office,33,Female,Medium,Bronze,2071-05-07
MEM-20582,John Rodgers,Consumer,46,Female,Medium,Gold,2071-05-08
MEM-20583,Theresa Montes,Consumer,22,Female,Medium,Silver,2071-05-09
MEM-20584,Steven Sanchez,Consumer,35,Male,Medium,Bronze,2071-05-10
MEM-20585,Kristin Odom,Consumer,68,Female,Low,Bronze,2071-05-11
MEM-20586,Holly Pierce,Home Office,59,Male,Medium,Gold,2071-05-12
MEM-20587,Derrick Norton,Consumer,59,Female,Medium,Gold,2071-05-13
MEM-20588,Jordan Ryan,Consumer,61,Female,Low,Gold,2071-05-14
MEM-20589,Jamie Rasmussen,Home Office,52,Male,High,Silver,2071-05-15
MEM-20590,Sarah Perez,Corporate,53,Male,Low,Bronze,2071-05-16
MEM-20591,Jamie Frye,Corporate,39,Female,Medium,Gold,2071-05-17
MEM-20592,Edward Gordon,Home Office,41,Female,High,Gold,2071-05-18
MEM-20593,Jorge Larson,Consumer,29,Male,Low,Bronze,2071-05-19
MEM-20594,Joan Duke,Corporate,56,Male,Medium,Silver,2071-05-20
MEM-20595,James Sutton,Consumer,29,Female,Medium,Bronze,2071-05-21
MEM-20596,Nicole Harper,Consumer,52,Male,Medium,Silver,2071-05-22
MEM-20597,Laura Martinez,Consumer,67,Male,Medium,Silver,2071-05-23
MEM-20598,Ashley Rogers,Consumer,36,Male,Medium,Bronze,2071-05-24
MEM-20599,Margaret Martinez,Home Office,54,Male,High,Bronze,2071-05-25
MEM-20600,James Evans,Home Office,31,Male,Low,Bronze,2071-05-26
MEM-20601,Jeremy Wright,Home Office,40,Male,Low,Silver,2071-05-27
MEM-20602,Emily Johnson,Consumer,57,Male,Medium,Silver,2071-05-28
MEM-20603,Sarah Jarvis,Home Office,39,Female,Medium,Bronze,2071-05-29
MEM-20604,Joel Richardson,Corporate,64,Female,High,Bronze,2071-05-30
MEM-20605,Stephen Roberts,Consumer,65,Male,Medium,Silver,2071-05-31
MEM-20606,Marco Lin,Corporate,67,Male,Medium,Bronze,2071-06-01
MEM-20607,Christy Howard,Consumer,28,Male,Medium,Bronze,2071-06-02
MEM-20608,Jason Russell,Consumer,19,Male,Low,Bronze,2071-06-03
MEM-20609,Cynthia Rose,Home Office,27,Male,Low,Bronze,2071-06-04
MEM-20610,Frances Harvey,Corporate,60,Male,Low,Bronze,2071-06-05
MEM-20611,Mrs. Jessica Nichols,Consumer,22,Female,Medium,Gold,2071-06-06
MEM-20612,Tracy Lambert,Corporate,47,Male,Medium,Bronze,2071-06-07
MEM-20613,Patricia White,Home Office,38,Male,Medium,Gold,2071-06-08
MEM-20614,Wesley Gill,Corporate,66,Male,Medium,Bronze,2071-06-09
MEM-20615,Paul Hunter,Consumer,50,Male,Low,Bronze,2071-06-10
MEM-20616,John Terrell,Consumer,42,Male,Medium,Bronze,2071-06-11
MEM-20617,Tyler Holland,Consumer,63,Male,High,Gold,2071-06-12
MEM-20618,Jennifer Mendez,Home Office,64,Male,Medium,Bronze,2071-06-13
MEM-20619,Kirk Freeman,Consumer,24,Male,Medium,Silver,2071-06-14
MEM-20620,Christopher Gray,Consumer,57,Male,Medium,Bronze,2071-06-15
MEM-20621,Joe Roberson,Consumer,45,Female,Medium,Gold,2071-06-16
MEM-20622,Felicia Randolph,Home Office,33,Male,Medium,Silver,2071-06-17
MEM-20623,Jessica Perez,Corporate,62,Female,Low,Silver,2071-06-18
MEM-20624,Susan Davidson,Corporate,54,Male,Low,Bronze,2071-06-19
MEM-20625,Jeffrey Stephenson,Consumer,20,Male,Low,Silver,2071-06-20
MEM-20626,Keith Rosales,Consumer,62,Female,Medium,Gold,2071-06-21
MEM-20627,Christopher Mitchell,Home Office,36,Female,Low,Silver,2071-06-22
MEM-20628,Anna Thompson,Home Office,29,Female,Medium,Gold,2071-06-23
MEM-20629,Amber Mccoy,Home Office,36,Male,Medium,Silver,2071-06-24
MEM-20630,Joseph Ward,Home Office,66,Male,Low,Gold,2071-06-25
MEM-20631,Autumn Perry,Home Office,28,Male,Medium,Bronze,2071-06-26
MEM-20632,David Johnson,Corporate,20,Male,Medium,Gold,2071-06-27
MEM-20633,Larry Jensen,Home Office,19,Female,Medium,Silver,2071-06-28
MEM-20634,Sean Dyer,Corporate,63,Female,High,Gold,2071-06-29
MEM-20635,Christopher Schroeder,Consumer,43,Female,Low,Bronze,2071-06-30
MEM-20636,Kenneth Matthews,Consumer,39,Female,Medium,Gold,2071-07-01
MEM-20637,John Carroll,Home Office,34,Male,Medium,Bronze,2071-07-02
MEM-20638,Lauren Anderson,Consumer,51,Male,Medium,Bronze,2071-07-03
MEM-20639,Mike Hart,Home Office,67,Female,Medium,Silver,2071-07-04
MEM-20640,Benjamin Johns,Consumer,32,Female,Low,Gold,2071-07-05
MEM-20641,Shelly Cisneros,Consumer,29,Female,Medium,Gold,2071-07-06
MEM-20642,Molly Nguyen,Consumer,33,Female,Low,Bronze,2071-07-07
MEM-20643,Michael Stevens,Consumer,33,Female,High,Bronze,2071-07-08
MEM-20644,Marco Lewis,Consumer,56,Male,Low,Silver,2071-07-09
MEM-20645,Benjamin Salazar,Consumer,23,Male,High,Gold,2071-07-10
MEM-20646,Troy Miller,Home Office,63,Male,High,Silver,2071-07-11
MEM-20647,Michelle Garcia,Consumer,25,Male,High,Bronze,2071-07-12
MEM-20648,Sherri Gutierrez,Consumer,69,Female,Low,Bronze,2071-07-13
MEM-20649,Sophia Guzman,Consumer,42,Female,Low,Bronze,2071-07-14
MEM-20650,Christina Harmon,Corporate,36,Male,Medium,Gold,2071-07-15
MEM-20651,Makayla Martinez MD,Corporate,36,Female,Medium,Gold,2071-07-16
MEM-20652,James Eaton,Corporate,29,Male,Medium,Bronze,2071-07-17
MEM-20653,Stacie Wilson,Consumer,26,Female,Low,Bronze,2071-07-18
MEM-20654,Donald Gibson,Consumer,58,Male,Medium,Bronze,2071-07-19
MEM-20655,John Chang,Corporate,46,Female,Medium,Silver,2071-07-20
MEM-20656,Amber Bradley,Home Office,44,Female,Medium,Bronze,2071-07-21
MEM-20657,Christina Holmes,Consumer,22,Male,Medium,Silver,2071-07-22
MEM-20658,Tiffany Casey,Consumer,43,Female,Low,Bronze,2071-07-23
MEM-20659,Leslie Hopkins,Consumer,47,Male,Medium,Bronze,2071-07-24
MEM-20660,Joseph Castillo,Consumer,31,Male,Medium,Silver,2071-07-25
MEM-20661,William Ruiz,Corporate,50,Female,Medium,Gold,2071-07-26
MEM-20662,Kathleen Montes,Corporate,52,Male,Medium,Bronze,2071-07-27
MEM-20663,Jennifer Bowers,Consumer,28,Female,Low,Gold,2071-07-28
MEM-20664,John Moore,Consumer,21,Female,Low,Bronze,2071-07-29
MEM-20665,Nathaniel Holloway,Home Office,69,Female,Medium,Bronze,2071-07-30
MEM-20666,Leslie Moore,Home Office,50,Female,High,Bronze,2071-07-31
MEM-20667,Austin Charles,Home Office,23,Female,Medium,Silver,2071-08-01
MEM-20668,Mary Rodriguez,Consumer,45,Male,Medium,Bronze,2071-08-02
MEM-20669,Danielle Buchanan,Corporate,27,Female,Medium,Silver,2071-08-03
MEM-20670,Kenneth Flores,Consumer,53,Male,Low,Silver,2071-08-04
MEM-20671,Manuel Vincent,Consumer,66,Male,Low,Gold,2071-08-05
MEM-20672,Kevin Harmon,Consumer,43,Female,Medium,Gold,2071-08-06
MEM-20673,Michael Taylor,Corporate,47,Male,Low,Gold,2071-08-07
MEM-20674,Alejandro Ray,Consumer,39,Female,Medium,Bronze,2071-08-08
MEM-20675,Joshua Barton,Home Office,22,Male,Low,Silver,2071-08-09
MEM-20676,James Bell,Consumer,19,Male,High,Silver,2071-08-10
MEM-20677,Michael Griffin,Consumer,50,Male,Medium,Bronze,2071-08-11
MEM-20678,Colleen Aguirre,Consumer,33,Male,Low,Gold,2071-08-12
MEM-20679,Andrew Arnold,Consumer,24,Female,High,Silver,2071-08-13
MEM-20680,Paul Flores,Consumer,38,Male,Medium,Bronze,2071-08-14
MEM-20681,Jennifer Jones,Consumer,52,Female,High,Bronze,2071-08-15
MEM-20682,Christopher Huber,Consumer,63,Male,Low,Bronze,2071-08-16
MEM-20683,Philip Lopez,Consumer,39,Female,Medium,Silver,2071-08-17
MEM-20684,Casey Wilson,Corporate,68,Male,Medium,Silver,2071-08-18
MEM-20685,Ashley Taylor,Consumer,65,Female,Low,Bronze,2071-08-19
MEM-20686,Melissa Franklin,Corporate,39,Female,Medium,Bronze,2071-08-20
MEM-20687,Matthew Hughes,Corporate,23,Female,Low,Bronze,2071-08-21
MEM-20688,Brenda Klein,Consumer,50,Female,Low,Silver,2071-08-22
MEM-20689,Grace Ferrell,Home Office,56,Female,Low,Bronze,2071-08-23
MEM-20690,Michael Brown,Corporate,60,Female,Low,Silver,2071-08-24
MEM-20691,Austin Mendez,Consumer,42,Male,High,Bronze,2071-08-25
MEM-20692,Barbara Casey,Home Office,35,Male,Low,Silver,2071-08-26
MEM-20693,Sean Becker,Home Office,58,Female,High,Bronze,2071-08-27
MEM-20694,Terry Whitney,Home Office,52,Female,Medium,Bronze,2071-08-28
MEM-20695,James Johnson,Corporate,41,Male,Low,Gold,2071-08-29
MEM-20696,Ryan Palmer,Consumer,57,Female,High,Bronze,2071-08-30
MEM-20697,Samantha Campbell,Consumer,57,Male,Medium,Bronze,2071-08-31
MEM-20698,Kimberly Jackson,Corporate,40,Female,Medium,Gold,2071-09-01
MEM-20699,Adrienne Garcia,Home Office,50,Female,Low,Silver,2071-09-02
MEM-20700,Tara Johnson,Corporate,46,Male,Medium,Gold,2071-09-03
MEM-20701,Dr. Mark Schmidt,Home Office,27,Female,Low,Silver,2071-09-04
MEM-20702,William Leonard,Consumer,32,Male,Low,Bronze,2071-09-05
MEM-20703,Cory Burns,Consumer,27,Female,High,Bronze,2071-09-06
MEM-20704,Brian Camacho,Home Office,43,Female,Low,Bronze,2071-09-07
MEM-20705,Michael Welch,Corporate,57,Female,Medium,Bronze,2071-09-08
MEM-20706,Angela Wallace,Home Office,46,Male,Medium,Silver,2071-09-09
MEM-20707,Jessica Johnson,Corporate,51,Female,Medium,Bronze,2071-09-10
MEM-20708,Christina Garcia,Consumer,35,Male,Medium,Silver,2071-09-11
MEM-20709,Guy Lester,Corporate,19,Male,Low,Bronze,2071-09-12
MEM-20710,Kevin Carter,Home Office,42,Male,Medium,Bronze,2071-09-13
MEM-20711,Daniel Meyer,Corporate,38,Male,Medium,Silver,2071-09-14
MEM-20712,Theresa Robinson,Consumer,68,Female,Medium,Bronze,2071-09-15
MEM-20713,Joshua Castro,Consumer,48,Male,Medium,Bronze,2071-09-16
MEM-20714,Christopher Watson,Corporate,39,Male,High,Silver,2071-09-17
MEM-20715,Catherine Aguirre,Consumer,26,Female,High,Bronze,2071-09-18
MEM-20716,David Stein,Corporate,44,Female,High,Silver,2071-09-19
MEM-20717,Joseph Gonzalez,Consumer,42,Female,Medium,Gold,2071-09-20
MEM-20718,Matthew Reynolds,Consumer,42,Female,Medium,Silver,2071-09-21
MEM-20719,Nicole Moran,Home Office,44,Male,Medium,Gold,2071-09-22
MEM-20720,Pamela Wilson,Consumer,27,Male,Medium,Bronze,2071-09-23
MEM-20721,Ricky Obrien,Home Office,47,Male,Medium,Silver,2071-09-24
MEM-20722,Kristi Stokes,Consumer,21,Female,High,Bronze,2071-09-25
MEM-20723,Kristine Schmidt,Home Office,38,Female,High,Gold,2071-09-26
MEM-20724,Robert Barron,Consumer,47,Male,Medium,Gold,2071-09-27
MEM-20725,Theodore Sharp,Consumer,50,Female,Medium,Gold,2071-09-28
MEM-20726,Catherine Stevens,Home Office,60,Male,Low,Bronze,2071-09-29
MEM-20727,Melvin Mitchell,Corporate,43,Female,Low,Gold,2071-09-30
MEM-20728,Anthony Guzman,Consumer,19,Female,Low,Silver,2071-10-01
MEM-20729,Misty Jones,Home Office,40,Female,High,Gold,2071-10-02
MEM-20730,David Wyatt,Corporate,48,Male,High,Silver,2071-10-03
MEM-20731,Beth Sanders,Home Office,21,Female,Medium,Gold,2071-10-04
MEM-20732,Jessica Martinez,Corporate,64,Female,Medium,Silver,2071-10-05
MEM-20733,Julie Rice,Consumer,37,Male,Low,Bronze,2071-10-06
MEM-20734,Ryan Long,Consumer,42,Male,Medium,Silver,2071-10-07
MEM-20735,Ellen Rodgers,Consumer,62,Male,Low,Bronze,2071-10-08
MEM-20736,Lynn Cain,Corporate,18,Female,High,Bronze,2071-10-09
MEM-20737,Jeffrey Shepherd,Consumer,19,Female,Low,Bronze,2071-10-10
MEM-20738,Cheryl Brown,Consumer,23,Male,Low,Bronze,2071-10-11
MEM-20739,Karen Davis,Consumer,24,Female,Medium,Gold,2071-10-12
MEM-20740,Jason Bonilla,Consumer,68,Male,Medium,Bronze,2071-10-13
MEM-20741,Robin Acevedo,Home Office,21,Female,Low,Bronze,2071-10-14
